account_number,snapshot_month,household_composition,activation_date,lifecycle_stage,geographic_market,premises_type,value_tier,credit_profile,commitment_end_date,own_voice_flag,own_data_flag,own_video_flag,loyalty_program_participation,loyalty_status,service_type,subscribed_speed_mbps,avg_delivered_throughput_mbps,network_outage_events,network_outage_duration_minutes,latency_ms,jitter_ms,packet_loss_pct,trouble_ticket_volume,ticket_resolution_time_hours,repeat_issue_flag,infrastructure_age_years,copper_pair_condition_score,distance_from_co_km,fiber_available_at_premises,service_provisioning_delay_days,install_failure_flag,mrc_data,mrc_voice,mrc_video,usage_based_charges,overage_charges,promo_discount_amount,promo_expiration_flag,price_increase_flag,notification_days_before_increase,credits_issued,billing_dispute_flag,refund_request_flag,bill_amount,late_payment_flag,collections_activity_flag,churn_event_month,churn_reason_code,final_destination,winback_attempts,winback_success_flag,time_to_churn_from_key_trigger_days,inbound_call_volume,call_reason_code,avg_handle_time_sec,escalations,transfers,nps_score,csat_score,ces_score,retention_offer_type,save_attempt_flag,save_outcome,complaint_volume,complaint_type,complaint_severity,chat_transcripts_count,email_correspondence_count,ivr_interactions_count,agent_notes_count,case_mgmt_records_count,data_consumption_gb,peak_usage_hours_pct,bandwidth_utilization_pct,connected_device_count,device_types_sample,video_streaming_hours,voip_minutes,self_service_portal_logins,mobile_app_sessions,avg_session_duration_sec,email_open_rate,sms_response_rate,competitor_broadband_available_by_address,competitor_pricing_index,competitor_promo_active,fixed_wireless_5g_coverage_rate,market_share_index,median_income,employment_rate,new_housing_dev_index,mdu_density_index,subsidy_eligibility,retention_campaign_exposed,offer_accept_flag,offer_reject_flag,fiber_migration_campaign_participation,upsell_cross_sell_attempt_flag,upsell_cross_sell_outcome,marketing_channel_engagement,ab_test_group,comm_preference,opt_out_marketing_flag,service_activation_event,service_deactivation_event
200185,2025-10-01 00:00:00,Single,2024-01-01 00:00:00,Active,Metro,SFH,Mid,C,2026-03-09,0,1,0,0,None,Fiber,437,340.4,0,0,5,1.5,0.087,0,0,0,25,0,0.2,1,0,0,63.68,0,0,3.84,0,0,0,0,0,0,0,0,67.52,0,0,,,,0,0,,1,Technical,332,0,0,36,4.08,1.78,None,0,NA,0,,,0,0,0,0,0,240.8,0.42,0.488,4,"IoT,Phone,Tablet",19.5,0,0,1,176,0.318,0.058,0,0,0,0.55,1.15,78000,0.962,1,1.42,None,0,0,0,0,0,None,Phone,Control,DirectMail,0,0,0
200185,2025-11-01 00:00:00,Single,2024-02-01 00:00:00,Active,Metro,SFH,Mid,C,2026-03-09,0,1,0,0,None,Fiber,437,437.4,0,0,13.4,2.4,0.009,0,0,0,25,0,0.2,1,0,0,63.68,0,0,0.03,1.89,0,0,0,0,9.08,0,0,56.52,1,0,,,,0,0,,0,,0,0,0,36,3.36,2.18,Discount,0,NA,0,,,0,0,1,0,0,322.8,0.088,0.306,4,"IoT,Phone,Tablet",36.1,0,4,0,0,0.263,0.101,0,0,0,0.55,1.15,78000,0.962,0.86,0.99,None,1,0,0,0,0,None,None,Control,DirectMail,0,0,0
200185,2025-12-01 00:00:00,Single,2024-02-01 00:00:00,Active,Metro,SFH,Mid,C,2026-03-09,0,1,0,0,None,Fiber,437,337.5,0,0,5,2.6,0.17,0,0,0,25,0,0.2,1,2,0,67.5,0,0,4.67,0,0,0,1,26,0,0,0,72.17,0,0,,,,0,0,,0,,0,0,0,34,3.9,2.72,None,0,NA,0,,,0,1,0,0,1,205.6,0.258,0.644,4,"IoT,Phone,Tablet",41.4,0,2,2,188,0.197,0.184,1,0.98,1,0.55,1.15,78000,0.962,1.16,1.15,None,0,0,0,0,0,None,None,Control,DirectMail,0,0,0
200186,2024-10-01 00:00:00,Single,2023-06-01 00:00:00,Active,Rural,SFH,Mid,A,,0,1,1,0,None,Fiber,609.1,468.3,0,0,11.7,1.5,0,0,0,0,10,0,0.2,0,6,0,64.77,0,35,0,5.64,18.87,0,0,0,0,0,0,86.54,0,0,,,,0,0,,1,Retention,385,0,1,28,5,2.98,Speed_Upgrade,1,Loss,1,Outage,Medium,0,0,0,0,0,390,0.172,0.442,7,"IoT,Laptop,Phone",54.2,0,0,1,54,0.387,0.221,0,0,0,0.4,0.88,52000,0.935,0.8,0.54,None,1,0,1,0,0,Accepted,None,Variant_B,Email,0,1,0
200186,2024-11-01 00:00:00,Single,2023-07-01 00:00:00,Active,Rural,SFH,Mid,A,,0,1,1,0,None,Fiber,609.1,462.7,2,122,5,1.9,0.308,1,36.9,0,10,0,0.2,0,3,0,64.77,0,35,1.8,0,18.87,0,0,0,0,0,0,82.7,0,0,,,,0,0,,1,Billing,384,0,0,9,4.19,1.26,None,0,NA,1,Other,Low,0,0,0,1,0,359.1,0.17,0.452,7,"IoT,Laptop,Phone",62,0,1,0,0,0.154,0.15,0,0,0,0.4,0.88,52000,0.935,0.92,1.03,None,1,0,0,0,0,None,Email,Variant_B,Email,0,0,0
200186,2024-12-01 00:00:00,Single,2024-02-01 00:00:00,Active,Rural,SFH,Mid,A,,0,1,1,0,None,Fiber,609.1,524.1,0,0,14.6,0.5,0.056,0,0,0,10,0,0.2,0,0,0,64.77,0,35,5.33,8.32,18.87,0,0,0,5.33,0,0,89.22,0,0,,,,0,0,,1,Billing,445,0,0,22,4.86,2.88,Discount,0,NA,0,,,0,1,1,0,0,275.6,0.05,0.439,7,"IoT,Laptop,Phone",58.6,0,1,1,237,0.118,0.066,0,0,0,0.4,0.88,52000,0.935,0.92,0.81,None,0,0,0,0,0,None,Email,Variant_B,Email,0,0,0
200186,2025-01-01 00:00:00,Single,2023-12-01 00:00:00,Active,Rural,SFH,Mid,A,,0,1,1,0,None,Fiber,609.1,406.2,0,0,21.9,2.8,0.033,0,0,0,10,0,0.2,0,0,0,64.77,0,35,4.39,10.49,18.87,0,0,0,4.32,0,0,91.46,0,0,,,,0,0,,1,Technical,512,0,0,36,3.53,1,Discount,0,NA,0,,,0,0,0,0,1,247.6,0.263,0.302,7,"IoT,Laptop,Phone",38.7,0,1,1,186,0.176,0.147,1,1,1,0.4,0.88,52000,0.935,0.86,0.78,None,0,0,0,0,0,None,Email,Variant_B,Email,0,0,0
200186,2025-02-01 00:00:00,Single,2024-07-01 00:00:00,Active,Rural,SFH,Mid,A,,0,1,1,0,None,Fiber,609.1,469.6,1,79,5,4.1,0.221,0,0,0,10,0,0.2,0,0,0,64.77,0,35,0.94,2.73,18.87,0,0,0,5.93,0,0,78.64,0,0,,,,0,0,,0,,0,0,0,28,3.85,1.5,None,0,NA,0,,,0,0,1,1,0,309.6,0.195,0.435,7,"IoT,Laptop,Phone",62.9,0,1,1,273,0.324,0.081,0,0,0,0.4,0.88,52000,0.935,1.1,0.8,None,0,0,0,0,0,None,DirectMail,Variant_B,Email,0,0,0
200186,2025-03-01 00:00:00,Single,2024-10-01 00:00:00,Active,Rural,SFH,Mid,A,,0,1,1,0,None,Fiber,609.1,406,1,48,28.5,2.8,0.327,1,30.8,0,10,0,0.2,0,0,0,64.77,0,35,3.71,6.13,18.87,0,0,0,0,0,0,90.74,0,0,,,,0,0,,1,Billing,356,0,1,22,3.67,2,None,0,NA,0,,,0,0,0,2,1,279.9,0.293,0.568,7,"IoT,Laptop,Phone",53.6,0,0,0,0,0.251,0.04,0,0,0,0.4,0.88,52000,0.935,0.91,0.86,None,0,0,0,0,0,None,Email,Variant_B,Email,0,0,0
200186,2025-04-01 00:00:00,Single,2024-10-01 00:00:00,Active,Rural,SFH,Mid,A,,0,1,1,0,None,Fiber,609.1,461.1,3,201,21,5.5,0.222,1,36.9,0,10,0,0.2,0,2,0,64.77,0,35,3.64,0,18.87,0,0,0,1.92,0,0,82.62,0,0,,,,0,0,,3,Technical,444,0,0,21,4.72,2.88,None,0,NA,1,Other,Low,0,0,0,0,0,263.1,0.246,0.599,7,"IoT,Laptop,Phone",47.7,0,0,0,0,0.568,0.118,0,0,0,0.4,0.88,52000,0.935,0.65,0.73,None,1,0,0,0,0,None,DirectMail,Variant_B,Email,0,0,0
200186,2025-05-01 00:00:00,Single,2024-10-01 00:00:00,Active,Rural,SFH,Mid,A,,0,1,1,0,None,Fiber,609.1,442.1,0,0,19.1,1.2,0.236,0,0,0,10,0,0.2,0,0,0,64.77,0,35,3.27,4.41,18.87,0,0,0,1.73,0,0,86.85,0,0,,,,0,0,,2,Retention,383,0,1,47,4.3,1.37,Discount,1,Loss,0,,,0,0,1,0,0,303.6,0.23,0.258,7,"IoT,Laptop,Phone",60.3,0,0,0,0,0.253,0.201,0,0,0,0.4,0.88,52000,0.935,0.96,0.9,None,0,0,0,0,0,None,Phone,Variant_B,Email,0,0,0
200186,2025-06-01 00:00:00,Single,2023-01-01 00:00:00,Active,Rural,SFH,Mid,A,,0,1,1,0,None,Fiber,609.1,467.7,1,67,11.1,4,0.119,0,0,0,10,0,0.2,0,0,0,64.77,0,35,2.32,4.89,18.87,0,0,0,0,0,0,88.11,0,0,,,,0,0,,1,Billing,387,0,0,37,4.16,1.94,None,0,NA,0,,,1,0,0,0,0,278.6,0.198,0.404,7,"IoT,Laptop,Phone",63.7,0,0,1,147,0.381,0.04,0,0,0,0.4,0.88,52000,0.935,0.9,0.75,None,0,0,0,0,0,None,None,Variant_B,Email,0,0,0
200186,2025-07-01 00:00:00,Single,2024-06-01 00:00:00,Active,Rural,SFH,Mid,A,,0,1,1,0,None,Fiber,609.1,435.5,0,0,25.1,4,0,0,0,0,10,0,0.2,0,0,0,64.77,0,35,0,4.65,18.87,0,0,0,0,0,0,85.55,0,0,,,,0,0,,0,,0,0,0,35,2.98,2.8,Contract_Extension,0,NA,1,Speed,Low,0,0,1,0,0,317,0.273,0.411,7,"IoT,Laptop,Phone",51.5,0,2,2,126,0.023,0.091,0,0,0,0.4,0.88,52000,0.935,0.81,0.64,None,0,0,0,0,0,None,None,Variant_B,Email,0,0,0
200186,2025-08-01 00:00:00,Single,2024-03-01 00:00:00,Active,Rural,SFH,Mid,A,,0,1,1,0,None,Fiber,609.1,492.4,1,33,9,2.4,0,0,0,0,10,0,0.2,0,1,0,64.77,0,35,6.75,3.86,18.87,0,0,0,5.68,0,0,85.83,0,0,,,,0,0,,1,Technical,380,0,0,57,4.02,2.19,None,0,NA,0,,,0,0,0,0,2,289.3,0.269,0.536,7,"IoT,Laptop,Phone",57.6,0,1,1,146,0.201,0.298,0,0,0,0.4,0.88,52000,0.935,0.77,0.7,None,0,0,0,0,0,None,Email,Variant_B,Email,0,0,0
200186,2025-09-01 00:00:00,Single,2023-08-01 00:00:00,Active,Rural,SFH,Mid,A,,0,1,1,0,None,Fiber,609.1,551.9,2,61,5,2,0.068,1,41.5,0,10,0,0.2,0,2,0,69.3,0,35,5.98,0.77,18.87,1,1,21,0.27,0,0,91.91,0,0,,,,0,0,,2,Billing,406,0,0,41,3.67,2.2,Discount,0,NA,0,,,0,0,0,0,1,369.9,0.227,0.46,7,"IoT,Laptop,Phone",48.4,0,1,2,192,0.45,0.114,0,0,0,0.4,0.88,52000,0.935,0.92,1.24,None,1,0,0,0,0,None,SMS,Variant_B,Email,0,0,0
200186,2025-10-01 00:00:00,Single,2023-05-01 00:00:00,Active,Rural,SFH,Mid,A,,0,1,1,0,None,Fiber,609.1,451.9,0,0,25.7,3.5,0.156,1,24.5,0,10,0,0.2,0,3,0,69.3,0,35,4.71,0,0,0,0,0,0,0,0,109.01,0,0,,,,0,0,,0,,0,0,0,33,4.75,1.96,Discount,0,NA,2,Outage,Low,0,0,1,0,1,300,0.175,0.434,7,"IoT,Laptop,Phone",62.7,0,0,1,127,0.281,0.061,1,0.7,1,0.4,0.88,52000,0.935,0.87,1.03,None,0,0,0,0,0,None,DirectMail,Variant_B,Email,0,0,0
200186,2025-11-01 00:00:00,Single,2024-02-01 00:00:00,Active,Rural,SFH,Mid,A,,0,1,1,0,None,Fiber,609.1,429.9,0,0,29.1,0.6,0.134,0,0,0,10,0,0.2,0,1,0,69.3,0,35,2.16,0,0,0,0,0,3.51,0,0,102.95,0,0,,,,0,0,,0,,0,0,0,39,3.64,1.7,Speed_Upgrade,0,NA,0,,,1,1,3,1,0,274.9,0.18,0.381,7,"IoT,Laptop,Phone",49.6,0,0,1,177,0.194,0.044,1,0.93,1,0.4,0.88,52000,0.935,0.84,0.86,None,0,0,0,0,0,None,DirectMail,Variant_B,Email,0,0,0
200186,2025-12-01 00:00:00,Single,2023-02-01 00:00:00,Active,Rural,SFH,Mid,A,,0,1,1,0,None,Fiber,609.1,416.6,1,36,34.9,6,0.472,0,0,0,10,0,0.2,0,1,0,69.3,0,35,0.25,0.34,0,0,0,0,4.4,0,0,100.49,0,0,,,,0,0,,1,Retention,418,0,1,49,3.73,1.58,None,0,NA,0,,,0,0,3,0,0,277.3,0.168,0.61,7,"IoT,Laptop,Phone",46.9,0,1,2,134,0.278,0.119,0,0,0,0.4,0.88,52000,0.935,0.83,0.89,None,0,0,0,0,0,None,SMS,Variant_B,Email,0,0,0
200187,2024-12-01 00:00:00,Single,2023-09-01 00:00:00,Active,Suburban,MDU,High,A,,0,1,0,1,Bronze,Coax,260.8,144.9,0,0,31.9,5.3,0.114,1,33.2,0,19,0,0.2,0,4,0,65.74,0,0,4.77,0,0,0,0,0,5.64,0,0,64.87,0,0,,,,0,0,,2,Technical,370,0,0,49,3.73,2.28,None,0,NA,0,,,0,0,0,0,1,144.1,0.279,0.571,6,"Laptop,TV,Tablet",32.6,0,0,1,175,0.203,0.067,1,1.12,1,0.45,0.98,62000,0.948,1.06,0.91,None,1,1,0,0,0,None,Email,Control,SMS,0,1,0
200187,2025-01-01 00:00:00,Single,2023-12-01 00:00:00,Active,Suburban,MDU,High,A,,0,1,0,1,Gold,Coax,260.8,199.7,0,0,35.4,7.2,0.14,0,0,0,19,0,0.2,0,3,0,65.74,0,0,1.32,0,0,0,0,0,0.84,0,0,66.22,0,0,,,,0,0,,0,,0,0,0,33,3.77,2.73,Discount,0,NA,0,,,0,0,0,0,0,161.9,0.153,0.403,6,"Laptop,TV,Tablet",25.8,0,0,0,0,0.154,0,1,1.15,1,0.45,0.98,62000,0.948,1.01,0.79,None,0,0,0,0,0,None,Email,Control,SMS,0,0,0
200187,2025-02-01 00:00:00,Single,2024-12-01 00:00:00,Active,Suburban,MDU,High,A,,0,1,0,1,Silver,Coax,260.8,183.2,1,66,36.7,5.1,0.46,1,17.9,1,19,0,0.2,0,0,0,65.74,0,0,1.73,0,0,0,0,0,0.11,0,0,67.36,0,0,,,,0,0,,0,,0,0,0,-11,3.34,3.28,Speed_Upgrade,0,NA,1,Install,Medium,0,0,0,0,1,152.7,0.244,0.619,6,"Laptop,TV,Tablet",32.3,0,1,1,193,0.483,0.204,1,0.8,1,0.45,0.98,62000,0.948,0.61,0.89,None,1,0,1,0,0,None,Phone,Control,SMS,0,0,0
200187,2025-03-01 00:00:00,Single,2024-07-01 00:00:00,Active,Suburban,MDU,High,A,,0,1,0,1,Silver,Coax,260.8,188,0,0,51.7,4.6,0.521,0,0,0,19,0,0.2,0,3,0,65.74,0,0,3.61,4.54,0,0,0,0,1.87,0,0,72.02,0,0,,,,0,0,,0,,0,0,0,21,3.51,1.49,None,0,NA,0,,,0,0,0,1,1,224.8,0.272,0.46,6,"Laptop,TV,Tablet",24.3,0,0,0,0,0.294,0,1,1.02,1,0.45,0.98,62000,0.948,1.06,0.5,None,0,0,0,0,0,None,DirectMail,Control,SMS,0,0,0
200187,2025-04-01 00:00:00,Single,2024-05-01 00:00:00,Active,Suburban,MDU,High,A,,0,1,0,1,Silver,Coax,260.8,162,2,76,27.7,3.6,0.447,1,31.3,0,19,0,0.2,0,3,0,65.74,0,0,2.8,0.7,0,0,0,0,0,0,0,69.24,0,0,,,,0,0,,1,Sales,481,0,1,14,4.76,2.49,Bundle,0,NA,1,Install,Medium,0,0,1,0,0,256.5,0.258,0.5,6,"Laptop,TV,Tablet",45.3,0,1,1,285,0.398,0.04,0,0,0,0.45,0.98,62000,0.948,0.83,0.71,None,0,0,0,0,0,None,None,Control,SMS,0,0,0
200187,2025-05-01 00:00:00,Single,2023-03-01 00:00:00,Active,Suburban,MDU,High,A,,0,1,0,1,Bronze,Coax,260.8,140.6,0,0,26.3,5.9,0.711,0,0,0,19,0,0.2,0,0,0,65.74,0,0,4.9,2.07,0,0,0,0,0,0,0,72.71,0,0,,,,0,0,,0,,0,0,0,43,3.23,2.42,None,0,NA,0,,,0,1,1,0,0,133.1,0.156,0.561,6,"Laptop,TV,Tablet",32.6,0,3,1,175,0.47,0.115,0,0,0,0.45,0.98,62000,0.948,0.98,1.02,None,0,0,0,0,1,None,Email,Control,SMS,0,0,0
200187,2025-06-01 00:00:00,Single,2024-09-01 00:00:00,Active,Suburban,MDU,High,A,,0,1,0,1,Gold,Coax,260.8,198.2,0,0,33.5,0.6,0.309,0,0,0,19,0,0.2,0,1,0,65.74,0,0,0.38,15.24,0,0,0,0,0,0,0,81.36,0,0,,,,0,0,,1,Technical,604,1,0,33,3.88,3.68,Discount,0,NA,0,,,0,1,0,0,0,237.4,0.204,0.187,6,"Laptop,TV,Tablet",51.6,0,0,0,0,0.173,0.147,1,1.02,1,0.45,0.98,62000,0.948,0.79,0.87,None,0,0,0,0,0,None,None,Control,SMS,0,0,0
200187,2025-07-01 00:00:00,Single,2023-03-01 00:00:00,Active,Suburban,MDU,High,A,,0,1,0,1,Gold,Coax,260.8,182.7,0,0,30.5,4.1,1.095,0,0,0,19,0,0.2,0,0,0,65.74,0,0,1.31,6.47,0,0,0,0,2.75,0,0,70.77,0,0,,,,0,0,,0,,0,0,0,40,4.45,1.52,Discount,0,NA,0,,,0,0,1,0,0,336.5,0.176,0.408,6,"Laptop,TV,Tablet",27.4,0,0,0,0,0.284,0.217,0,0,0,0.45,0.98,62000,0.948,0.96,0.5,None,0,0,0,0,0,None,None,Control,SMS,0,0,0
200187,2025-08-01 00:00:00,Single,2024-04-01 00:00:00,Active,Suburban,MDU,High,A,,0,1,0,1,Silver,Coax,260.8,201.9,1,14,30.3,7.3,0.903,0,0,0,19,0,0.2,0,0,0,65.74,0,0,0,3.46,0,0,0,0,4.2,0,0,65,0,0,,,,0,0,,0,,0,0,0,-12,3.52,2.3,Speed_Upgrade,0,NA,0,,,0,0,0,0,3,221.9,0.156,0.558,6,"Laptop,TV,Tablet",36.9,0,1,1,108,0.299,0.069,1,1.07,1,0.45,0.98,62000,0.948,1.17,1.05,None,1,1,0,0,0,None,DirectMail,Control,SMS,0,0,0
200187,2025-09-01 00:00:00,Single,2024-05-01 00:00:00,Active,Suburban,MDU,High,A,,0,1,0,1,Silver,Coax,260.8,203.7,3,195,55,5.1,0.561,0,0,0,19,0,0.2,0,0,0,65.74,0,0,3.24,0,0,0,0,0,0,0,0,68.98,0,0,,,,0,0,,0,,0,0,0,19,3.64,1.98,Discount,0,NA,0,,,0,0,0,0,0,195.3,0.25,0.538,6,"Laptop,TV,Tablet",45.6,0,1,0,0,0.24,0.177,1,0.98,1,0.45,0.98,62000,0.948,1.21,0.96,None,0,0,0,0,0,None,Email,Control,SMS,0,0,0
200187,2025-10-01 00:00:00,Single,2024-02-01 00:00:00,Active,Suburban,MDU,High,A,,0,1,0,1,Bronze,Coax,260.8,173.6,0,0,35.1,9.8,0.534,0,0,0,19,0,0.2,0,0,0,65.74,0,0,3.38,0,0,0,0,0,0,0,0,69.12,1,0,,,,0,0,,0,,0,0,0,29,3.66,2.15,Speed_Upgrade,0,NA,0,,,1,0,0,0,0,176.9,0.17,0.655,6,"Laptop,TV,Tablet",34.8,0,1,1,93,0.378,0.25,1,0.97,1,0.45,0.98,62000,0.948,0.76,0.91,None,0,0,0,0,0,None,Phone,Control,SMS,0,0,0
200187,2025-11-01 00:00:00,Single,2023-09-01 00:00:00,Active,Suburban,MDU,High,A,,0,1,0,1,Silver,Coax,260.8,193.6,1,65,49.9,3.8,0.952,1,29,0,19,0,0.2,0,0,0,65.74,0,0,4.79,0.38,0,0,0,0,0,0,0,70.91,1,1,,,,0,0,,2,Technical,372,0,1,30,3.8,2.24,Discount,0,NA,0,,,0,0,0,0,1,174.5,0.382,0.799,6,"Laptop,TV,Tablet",22.2,0,0,2,220,0.331,0.043,0,0,0,0.45,0.98,62000,0.948,0.97,0.73,None,0,0,0,0,0,None,DirectMail,Control,SMS,0,0,0
200187,2025-12-01 00:00:00,Single,2024-10-01 00:00:00,Active,Suburban,MDU,High,A,,0,1,0,1,Gold,Coax,260.8,220.6,1,42,36.5,6.4,0.481,0,0,0,19,0,0.2,0,0,0,65.74,0,0,3.49,0,0,0,0,0,0,0,0,69.23,0,0,,,,0,0,,0,,0,0,0,41,4.4,2.37,None,0,NA,0,,,0,0,0,0,0,263.2,0.191,0.278,6,"Laptop,TV,Tablet",21.6,0,2,1,239,0.232,0.128,1,1.02,1,0.45,0.98,62000,0.948,0.95,0.9,None,1,0,1,0,0,None,Email,Control,SMS,0,0,0
200188,2024-10-01 00:00:00,Couple,2024-07-01 00:00:00,Active,Suburban,SFH,Mid,B,2026-05-26,0,1,0,0,None,Copper_DSL,62.2,33.8,1,44,49.9,6.8,0.107,3,41.2,0,6,57,2.79,0,0,0,39.68,0,0,4.64,7.04,0,0,0,0,0.87,0,0,50.49,0,0,,,,0,0,,1,Retention,292,0,0,-16,3.11,1.64,None,1,Win,0,,,1,1,0,1,1,164.5,0.302,0.745,4,"Laptop,Phone,TV",17.1,0,1,0,0,0.341,0.093,0,0,0,0.45,0.98,62000,0.948,1.27,0.69,None,1,0,0,0,0,None,Email,Variant_A,Email,0,1,0
200188,2024-11-01 00:00:00,Couple,2023-05-01 00:00:00,Active,Suburban,SFH,Mid,B,2026-05-26,0,1,0,0,None,Copper_DSL,62.2,37.6,0,0,71.2,8.4,0.696,0,0,0,6,57,2.79,0,2,0,39.68,0,0,0.32,0,0,0,0,0,6.91,0,0,33.09,0,0,,,,0,0,,1,Billing,517,0,0,63,4.25,1.92,None,0,NA,1,Outage,High,0,1,1,0,0,91.5,0.128,0.657,4,"Laptop,Phone,TV",4,0,3,0,0,0.407,0.2,0,0,0,0.45,0.98,62000,0.948,0.98,0.86,None,0,0,0,0,0,None,Phone,Variant_A,Email,0,0,0
200188,2024-12-01 00:00:00,Couple,2024-03-01 00:00:00,Active,Suburban,SFH,Mid,B,2026-05-26,0,1,0,0,None,Copper_DSL,62.2,35.7,1,49,69.1,2.5,0.25,0,0,0,6,57,2.79,0,0,0,39.68,0,0,4.8,9.31,0,0,0,0,4.37,0,0,49.42,0,0,,,,0,0,,1,Technical,447,0,0,16,5,2.17,Discount,0,NA,0,,,0,0,1,0,1,107.3,0.341,0.593,4,"Laptop,Phone,TV",12.4,0,1,0,0,0.317,0.045,0,0,0,0.45,0.98,62000,0.948,0.65,0.97,None,0,0,0,0,0,None,SMS,Variant_A,Email,0,0,0
200188,2025-01-01 00:00:00,Couple,2023-07-01 00:00:00,Active,Suburban,SFH,Mid,B,2026-05-26,0,1,0,0,None,Copper_DSL,62.2,30.7,0,0,49.1,2.8,0.52,0,0,0,6,57,2.79,0,0,0,39.68,0,0,1.12,0,0,0,0,0,0,0,0,40.8,0,0,,,,0,0,,1,Technical,387,0,0,35,4.44,2.32,None,0,NA,2,Speed,High,0,0,0,1,1,344.1,0.182,0.637,4,"Laptop,Phone,TV",14.9,0,0,0,0,0.097,0.035,0,0,0,0.45,0.98,62000,0.948,0.96,1.12,None,0,0,0,0,0,None,Email,Variant_A,Email,0,0,0
200188,2025-02-01 00:00:00,Couple,2023-03-01 00:00:00,Active,Suburban,SFH,Mid,B,2026-05-26,0,1,0,0,None,Copper_DSL,62.2,31.7,0,0,69.7,5.5,0,0,0,0,6,57,2.79,0,0,0,39.68,0,0,2.19,0,0,0,0,0,0,0,0,41.87,0,0,,,,0,0,,2,Billing,282,0,0,29,3.04,1.82,None,0,NA,0,,,0,0,0,0,1,122.1,0.191,0.468,4,"Laptop,Phone,TV",8.4,0,2,1,183,0.183,0.227,0,0,0,0.45,0.98,62000,0.948,0.9,1.06,None,0,0,0,0,0,Rejected,DirectMail,Variant_A,Email,0,0,0
200188,2025-03-01 00:00:00,Couple,2023-03-01 00:00:00,Active,Suburban,SFH,Mid,B,2026-05-26,0,1,0,0,None,Copper_DSL,62.2,29.1,0,0,64.6,0.7,0.253,1,29.4,0,6,57,2.79,0,2,0,39.68,0,0,3.62,4.55,0,0,0,0,0,0,0,47.85,0,0,,,,0,0,,3,Sales,419,0,1,31,3.86,1.91,None,0,NA,1,Outage,Low,1,0,0,0,2,207.7,0.2,0.496,4,"Laptop,Phone,TV",20.4,0,1,0,0,0.158,0.16,1,0.99,1,0.45,0.98,62000,0.948,0.97,0.61,None,0,0,0,0,0,None,Email,Variant_A,Email,0,0,0
200188,2025-04-01 00:00:00,Couple,2023-05-01 00:00:00,Active,Suburban,SFH,Mid,B,2026-05-26,0,1,0,0,None,Copper_DSL,62.2,34.3,0,0,85.1,9.1,0.737,1,34,0,6,57,2.79,0,0,0,39.68,0,0,1.1,6.04,0,0,0,0,0,0,0,46.82,0,0,,,,0,0,,1,Technical,401,0,1,15,3.94,2.17,None,0,NA,0,,,0,0,0,0,0,251.5,0.201,0.757,4,"Laptop,Phone,TV",1,0,1,0,0,0.195,0.146,0,0,0,0.45,0.98,62000,0.948,0.76,0.94,None,0,0,0,0,0,None,None,Variant_A,Email,0,0,0
200188,2025-05-01 00:00:00,Couple,2023-09-01 00:00:00,Active,Suburban,SFH,Mid,B,2026-05-26,0,1,0,0,None,Copper_DSL,62.2,33.8,0,0,69.6,4.2,0.381,1,19.4,0,6,57,2.79,0,1,0,39.68,0,0,3.91,14.33,0,0,0,0,0,0,0,57.92,0,0,,,,0,0,,2,Billing,392,0,0,47,4.66,3.3,None,0,NA,0,,,0,0,1,1,0,184.9,0.263,0.137,4,"Laptop,Phone,TV",8,0,1,1,221,0.514,0.1,0,0,0,0.45,0.98,62000,0.948,1.02,0.94,None,1,0,1,0,0,None,Email,Variant_A,Email,0,0,0
200188,2025-06-01 00:00:00,Couple,2023-05-01 00:00:00,Active,Suburban,SFH,Mid,B,2026-05-26,0,1,0,0,None,Copper_DSL,62.2,30,0,0,69.4,6.4,0.833,2,24.2,0,6,57,2.79,0,0,0,39.68,0,0,0.77,9.05,0,0,0,0,10.44,0,0,39.06,0,0,,,,0,0,,0,,0,0,0,39,4.43,2.77,None,0,NA,0,,,0,0,0,2,0,99,0.128,0.656,4,"Laptop,Phone,TV",14.2,0,0,0,0,0.33,0.066,0,0,0,0.45,0.98,62000,0.948,0.88,1.03,None,0,0,0,0,0,None,Email,Variant_A,Email,0,0,0
200188,2025-07-01 00:00:00,Couple,2023-09-01 00:00:00,Active,Suburban,SFH,Mid,B,2026-05-26,0,1,0,0,None,Copper_DSL,62.2,29.6,1,13,77.3,7.1,0.534,0,0,0,6,57,2.79,0,1,0,39.68,0,0,3.84,0,0,0,0,0,0,0,0,43.52,0,0,,,,0,0,,0,,0,0,0,49,3.22,1,None,0,NA,2,Other,Low,0,0,0,0,1,198.6,0.191,0.7,4,"Laptop,Phone,TV",5,0,0,0,0,0.189,0.029,0,0,0,0.45,0.98,62000,0.948,0.87,0.98,None,0,0,0,0,0,Accepted,DirectMail,Variant_A,Email,0,0,0
